booking_id,tourist_id,hotel_id,destination_id,booking_date,check_in,check_out,season,payment_method,hotel_cost,food_cost,transport_cost,shopping_cost,activity_cost,discount,total_cost,stay_duration,revenue,profit,average_daily_cost
4641,843,33,63,2023-02-03,2023-03-21,2023-03-27,Summer,Cash,8845.62,41304.36,15289.36,29589.62,2064.65,23.72,97069.89,6,97069.89,19413.98,16178.32
4642,777,422,199,2023-11-07,2023-12-18,2023-12-23,Winter,Cash,8087.85,13083.77,5728.33,4787.4,2184.75,385.55,33486.55,5,33486.55,6697.31,6697.31
4643,660,414,60,2024-10-28,2024-12-06,2024-12-09,Winter,UPI,12845.85,13588.92,11679.23,13044.31,8638.66,1909.55,57887.42,3,57887.42,11577.48,19295.81
4644,463,249,115,2024-08-10,2024-08-17,2024-08-22,Monsoon,Net Banking,12052.85,6673.62,3275.47,1783.9,1492.98,472.35,24806.47,5,24806.47,4961.29,4961.29
4645,163,476,30,2024-02-10,2024-03-19,2024-03-26,Summer,Net Banking,14220.29,11436.87,3768.08,12430.12,6863.3,1245.21,47473.45,7,47473.45,9494.69,6781.92
4646,703,396,188,2023-06-12,2023-06-19,2023-06-24,Monsoon,UPI,27136.6,4417.35,1579.61,8283.43,1035.33,3649.63,38802.69,5,38802.69,7760.54,7760.54
4647,270,284,14,2023-06-09,2023-07-03,2023-07-08,Monsoon,Net Banking,11408.85,6556.62,3200.34,8499.59,1225.0,687.38,30203.02,5,30203.02,6040.6,6040.6
4648,663,345,20,2023-05-28,2023-07-11,2023-07-16,Monsoon,UPI,6667.9,29645.02,9002.71,24377.0,10877.3,106.7,80463.23,5,80463.23,16092.65,16092.65
4649,56,400,169,2024-01-19,2024-03-18,2024-03-22,Summer,UPI,12095.0,7779.13,2297.45,4213.82,2483.4,1603.38,27265.42,4,27265.42,5453.08,6816.36
4650,193,334,158,2024-06-19,2024-07-07,2024-07-11,Monsoon,UPI,3590.76,21939.26,4438.16,24103.64,2703.16,255.28,56519.7,4,56519.7,11303.94,14129.92
4651,853,453,100,2024-08-16,2024-08-26,2024-09-02,Monsoon,UPI,7859.25,6712.03,2695.67,3731.59,2835.99,1101.49,22733.04,7,22733.04,4546.61,3247.58
4652,61,269,176,2024-11-04,2024-11-16,2024-11-18,Autumn,Net Banking,4103.72,2033.57,2637.79,4623.04,989.34,108.28,14279.18,2,14279.18,2855.84,7139.59
4653,675,110,95,2024-09-15,2024-10-27,2024-11-01,Autumn,Credit Card,63673.0,10655.21,4806.07,6694.79,3463.39,1697.72,87594.74,5,87594.74,17518.95,17518.95
4654,779,301,130,2024-08-19,2024-10-01,2024-10-08,Autumn,UPI,12488.91,6531.38,2739.63,8018.92,1449.66,963.19,30265.31,7,30265.31,6053.06,4323.62
4655,295,274,158,2024-06-01,2024-07-24,2024-07-26,Monsoon,Cash,25798.16,2390.47,3846.39,7913.35,2892.19,1558.17,41282.39,2,41282.39,8256.48,20641.2
4656,976,67,101,2023-04-24,2023-05-26,2023-06-01,Summer,Credit Card,26213.46,8717.91,4645.28,5809.45,2167.5,3699.53,43854.07,6,43854.07,8770.81,7309.01
4657,240,332,42,2023-09-17,2023-10-14,2023-10-20,Autumn,Credit Card,31304.88,12935.51,3779.78,7876.57,6885.83,1009.75,61772.82,6,61772.82,12354.56,10295.47
4658,305,478,40,2023-12-08,2024-01-02,2024-01-06,Winter,UPI,9292.32,13473.33,2881.6,19490.98,6752.32,287.97,51602.58,4,51602.58,10320.52,12900.64
4659,836,499,197,2024-12-09,2024-12-28,2025-01-04,Winter,Credit Card,28222.6,49708.9,10366.94,4827.08,10422.02,2961.84,100585.7,7,100585.7,20117.14,14369.39
4660,638,483,56,2023-04-28,2023-06-04,2023-06-10,Monsoon,UPI,8617.02,5109.51,2029.3,7631.92,1869.27,160.56,25096.46,6,25096.46,5019.29,4182.74
4661,695,25,106,2024-02-14,2024-02-28,2024-03-04,Winter,Debit Card,28970.4,16688.41,3297.83,1507.4,3703.11,4157.98,50009.17,5,50009.17,10001.83,10001.83
4662,533,435,64,2024-08-12,2024-09-16,2024-09-22,Autumn,Cash,59395.98,5531.89,1564.14,319.88,3436.67,1197.89,69050.67,6,69050.67,13810.13,11508.44
4663,768,357,38,2023-12-15,2024-02-13,2024-02-19,Winter,Debit Card,58379.22,14458.3,5194.31,14862.13,1323.43,6834.43,87382.96,6,87382.96,17476.59,14563.83
4664,559,48,44,2024-04-06,2024-05-26,2024-05-31,Summer,UPI,94817.1,3310.54,4643.76,8216.24,2910.33,1796.92,112101.05,5,112101.05,22420.21,22420.21
4665,82,332,42,2023-05-08,2023-05-25,2023-05-27,Summer,Cash,10434.96,1811.86,1678.13,5383.42,3174.69,730.79,21752.27,2,21752.27,4350.45,10876.14
4666,716,113,36,2024-04-25,2024-05-14,2024-05-18,Summer,Net Banking,5590.44,6402.62,3127.98,6924.53,2350.36,533.99,23861.94,4,23861.94,4772.39,5965.48
4667,778,101,188,2024-01-28,2024-02-16,2024-02-21,Winter,UPI,11225.9,4996.62,1444.17,8340.04,3926.01,752.95,29179.79,5,29179.79,5835.96,5835.96
4668,460,136,89,2024-12-03,2024-12-20,2024-12-22,Winter,Cash,4833.36,5239.57,5537.58,2560.96,2331.1,321.34,20181.23,2,20181.23,4036.25,10090.62
4669,106,351,135,2023-03-15,2023-04-11,2023-04-15,Summer,Debit Card,3421.44,6984.51,2755.74,5891.09,2570.62,232.02,21391.38,4,21391.38,4278.28,5347.84
4670,719,482,81,2022-11-12,2023-01-09,2023-01-16,Winter,UPI,6632.92,23637.28,5691.7,16264.49,1427.9,392.8,53261.49,7,53261.49,10652.3,7608.78
4671,200,78,82,2023-02-21,2023-03-13,2023-03-16,Summer,Cash,25151.85,7118.89,4565.26,6785.8,2820.24,3748.6,42693.44,3,42693.44,8538.69,14231.15
4672,293,20,71,2024-08-27,2024-09-05,2024-09-07,Autumn,Cash,4257.74,4914.82,6052.63,9356.63,3002.93,260.19,27324.56,2,27324.56,5464.91,13662.28
4673,5,36,106,2024-08-23,2024-09-23,2024-09-30,Autumn,Net Banking,144209.03,10715.04,3289.22,8226.65,2481.73,4051.4,164870.27,7,164870.27,32974.05,23552.9
4674,946,276,104,2023-05-29,2023-07-13,2023-07-20,Monsoon,Credit Card,134936.83,12613.89,3816.36,8996.06,2535.5,12089.65,150808.99,7,150808.99,30161.8,21544.14
4675,732,436,91,2023-07-21,2023-07-27,2023-08-01,Monsoon,Cash,29919.9,11405.97,3488.59,17558.11,2432.88,315.65,64489.8,5,64489.8,12897.96,12897.96
4676,14,56,48,2023-09-30,2023-10-13,2023-10-17,Autumn,Credit Card,3782.72,10085.2,3527.4,12190.92,6531.67,85.05,36032.86,4,36032.86,7206.57,9008.22
4677,991,362,167,2024-04-23,2024-05-16,2024-05-20,Summer,UPI,5614.76,4467.01,4540.66,7273.72,3438.81,121.74,25213.22,4,25213.22,5042.64,6303.3
4678,660,469,35,2023-06-18,2023-07-12,2023-07-19,Monsoon,Net Banking,95175.78,30217.14,11122.22,18742.38,10123.29,7150.33,158230.48,7,158230.48,31646.1,22604.35
4679,570,432,100,2023-09-28,2023-11-25,2023-11-29,Autumn,Cash,9077.12,7974.85,5833.2,3619.61,1199.14,725.96,26977.96,4,26977.96,5395.59,6744.49
4680,584,377,97,2024-04-07,2024-04-26,2024-05-03,Summer,Net Banking,31509.03,45319.32,4954.69,10662.34,4012.21,3345.49,93112.1,7,93112.1,18622.42,13301.73
4681,198,347,53,2023-07-14,2023-07-26,2023-07-29,Monsoon,Net Banking,16036.02,10794.13,3424.94,5450.92,2098.39,1328.19,36476.21,3,36476.21,7295.24,12158.74
4682,304,424,176,2023-11-27,2024-01-20,2024-01-25,Winter,UPI,58587.4,11137.9,5608.11,16012.2,2372.31,4090.08,89627.84,5,89627.84,17925.57,17925.57
4683,862,482,81,2022-12-27,2023-02-01,2023-02-04,Winter,Credit Card,2842.68,5209.78,2270.66,5703.31,2402.14,396.89,18031.68,3,18031.68,3606.34,6010.56
4684,338,197,15,2022-12-14,2023-01-05,2023-01-10,Winter,Credit Card,28360.6,4231.88,3563.55,9968.51,794.27,3325.49,43593.32,5,43593.32,8718.66,8718.66
4685,747,439,59,2023-04-03,2023-05-02,2023-05-08,Summer,UPI,22235.16,3092.48,3749.54,2777.59,3995.48,1908.94,33941.31,6,33941.31,6788.26,5656.88
4686,237,287,28,2024-11-13,2024-12-11,2024-12-13,Winter,Net Banking,8852.52,10374.87,6319.55,28078.67,12715.23,9.78,66331.06,2,66331.06,13266.21,33165.53
4687,706,363,21,2023-12-09,2023-12-22,2023-12-26,Winter,UPI,18107.4,6088.46,3874.1,1211.58,638.3,1041.62,28878.22,4,28878.22,5775.64,7219.56
4688,104,1,50,2024-04-27,2024-06-22,2024-06-27,Monsoon,Credit Card,61555.95,4595.5,3315.05,4075.51,506.36,6954.67,67093.7,5,67093.7,13418.74,13418.74
4689,392,141,82,2024-12-16,2024-12-27,2024-12-29,Winter,Cash,11548.44,2537.05,3025.08,2028.43,5125.34,1505.22,22759.12,2,22759.12,4551.82,11379.56
4690,763,376,96,2023-05-28,2023-06-03,2023-06-06,Monsoon,Debit Card,10737.03,2305.02,4512.25,1580.75,3900.7,1306.91,21728.84,3,21728.84,4345.77,7242.95
4691,223,292,55,2023-06-14,2023-07-23,2023-07-27,Monsoon,Cash,10279.28,7364.15,2132.49,1866.21,1317.09,55.85,22903.37,4,22903.37,4580.67,5725.84
4692,141,52,77,2023-05-15,2023-07-13,2023-07-15,Monsoon,Credit Card,10677.2,5528.3,2407.6,14811.98,4558.6,358.22,37625.46,2,37625.46,7525.09,18812.73
4693,146,494,162,2024-01-16,2024-02-20,2024-02-26,Winter,UPI,66978.9,11999.78,4161.79,8130.68,3495.91,6651.21,88115.85,6,88115.85,17623.17,14685.98
4694,91,409,156,2023-03-27,2023-04-21,2023-04-23,Summer,Cash,7000.5,10594.77,13502.61,4397.93,12614.28,491.77,47618.32,2,47618.32,9523.66,23809.16
4695,621,404,25,2023-05-16,2023-06-16,2023-06-19,Monsoon,Credit Card,43651.89,4490.55,3378.35,6554.66,3480.58,4919.25,56636.78,3,56636.78,11327.36,18878.93
4696,111,179,122,2023-05-12,2023-05-24,2023-05-29,Summer,Net Banking,48547.2,17993.12,2364.15,5262.76,6844.43,8.97,81002.69,5,81002.69,16200.54,16200.54
4697,948,493,13,2023-05-21,2023-05-27,2023-06-01,Summer,UPI,76249.6,7483.9,2521.76,1456.43,2689.57,7202.95,83198.31,5,83198.31,16639.66,16639.66
4698,631,281,43,2023-02-15,2023-03-23,2023-03-26,Summer,Net Banking,5119.35,4950.11,1580.35,6895.97,2470.9,157.09,20859.59,3,20859.59,4171.92,6953.2
4699,467,67,101,2023-01-09,2023-03-02,2023-03-09,Summer,UPI,30582.37,14953.44,5296.15,14609.59,5331.99,433.89,70339.65,7,70339.65,14067.93,10048.52
4700,781,218,81,2023-05-02,2023-06-05,2023-06-11,Monsoon,UPI,7590.0,10235.12,3820.43,969.21,576.08,1112.59,22078.25,6,22078.25,4415.65,3679.71
4701,462,67,101,2022-12-24,2023-02-08,2023-02-15,Winter,Debit Card,30582.37,13499.42,7041.01,9092.21,1304.56,3062.73,58456.84,7,58456.84,11691.37,8350.98
4702,17,203,183,2024-04-21,2024-06-18,2024-06-23,Monsoon,Credit Card,7602.35,6807.72,4767.71,8253.96,2990.75,1086.95,29335.54,5,29335.54,5867.11,5867.11
4703,140,420,193,2024-07-03,2024-07-10,2024-07-14,Monsoon,Credit Card,4710.2,2849.15,4001.08,4285.66,1865.6,693.07,17018.62,4,17018.62,3403.72,4254.66
4704,673,131,58,2023-01-10,2023-02-04,2023-02-09,Winter,Debit Card,15425.15,3744.72,4189.22,2618.99,902.59,1750.11,25130.56,5,25130.56,5026.11,5026.11
4705,418,7,177,2023-04-20,2023-05-23,2023-05-29,Summer,Credit Card,110691.78,19975.74,10422.2,1281.37,10163.15,7214.51,145319.73,6,145319.73,29063.95,24219.96
4706,628,398,157,2023-05-23,2023-06-27,2023-06-30,Monsoon,Cash,7325.58,2057.34,2600.85,5132.28,1597.66,267.93,18445.78,3,18445.78,3689.16,6148.59
4707,278,489,83,2023-10-29,2023-12-07,2023-12-11,Winter,Debit Card,16516.4,2125.5,3547.4,4174.96,2087.97,1263.21,27189.02,4,27189.02,5437.8,6797.26
4708,202,108,133,2023-02-17,2023-02-25,2023-03-03,Winter,UPI,11895.12,16538.96,2111.67,6538.07,2530.28,1096.19,38517.91,6,38517.91,7703.58,6419.65
4709,10,97,69,2023-03-03,2023-04-11,2023-04-15,Summer,Net Banking,4122.0,8277.5,6928.85,7291.96,5087.5,291.1,31416.71,4,31416.71,6283.34,7854.18
4710,264,358,162,2024-02-10,2024-03-02,2024-03-06,Summer,UPI,8540.28,14402.24,7636.64,13994.97,6123.98,1017.81,49680.3,4,49680.3,9936.06,12420.08
4711,774,352,118,2023-12-15,2024-01-09,2024-01-13,Winter,UPI,6328.48,15287.41,2694.91,15088.48,2475.3,792.37,41082.21,4,41082.21,8216.44,10270.55
4712,826,232,76,2024-10-27,2024-11-19,2024-11-23,Autumn,Debit Card,22565.72,5584.43,5498.35,2531.69,4904.44,1134.11,39950.52,4,39950.52,7990.1,9987.63
4713,513,456,140,2024-05-03,2024-06-05,2024-06-11,Monsoon,Net Banking,93990.36,9672.8,1014.05,2782.45,3503.02,11611.26,99351.42,6,99351.42,19870.28,16558.57
4714,350,12,184,2024-11-06,2024-12-15,2024-12-22,Winter,Net Banking,10901.24,39444.06,4566.95,15633.71,8683.78,1360.26,77869.48,7,77869.48,15573.9,11124.21
4715,519,344,133,2023-11-28,2023-12-24,2023-12-31,Winter,Cash,8554.28,11469.55,2390.96,1641.52,920.79,1167.54,23809.56,7,23809.56,4761.91,3401.37
4716,606,373,124,2024-10-17,2024-11-06,2024-11-08,Autumn,Credit Card,3102.32,4143.96,8229.09,6645.46,6556.86,171.64,28506.05,2,28506.05,5701.21,14253.02
4717,229,457,117,2023-07-24,2023-08-01,2023-08-08,Monsoon,UPI,141486.59,12114.84,4250.12,2025.1,2533.36,18513.86,143896.15,7,143896.15,28779.23,20556.59
4718,81,179,122,2024-04-28,2024-06-01,2024-06-08,Monsoon,UPI,67966.08,22119.46,7248.65,12928.14,4471.77,8658.8,106075.3,7,106075.3,21215.06,15153.61
4719,271,478,40,2024-04-11,2024-05-07,2024-05-13,Summer,Debit Card,13938.48,33160.45,6410.48,24460.16,9556.22,1697.67,85828.12,6,85828.12,17165.62,14304.69
4720,378,387,164,2024-04-21,2024-06-09,2024-06-11,Monsoon,Net Banking,10909.26,1367.65,4276.9,4233.53,3365.46,681.02,23471.78,2,23471.78,4694.36,11735.89
4721,403,385,51,2024-04-19,2024-05-13,2024-05-15,Summer,Net Banking,8169.12,1637.88,2531.37,3403.09,1872.11,548.49,17065.08,2,17065.08,3413.02,8532.54
4722,87,29,143,2024-05-05,2024-06-15,2024-06-20,Monsoon,Cash,6167.45,4191.06,4541.48,1836.75,3620.41,594.47,19762.68,5,19762.68,3952.54,3952.54
4723,952,80,104,2024-04-05,2024-05-07,2024-05-13,Summer,Debit Card,8834.94,15058.39,4524.47,6893.22,2299.43,698.15,36912.3,6,36912.3,7382.46,6152.05
4724,509,307,100,2024-08-31,2024-10-15,2024-10-19,Autumn,Credit Card,8638.48,4998.47,1863.25,6994.77,1951.48,1218.98,23227.47,4,23227.47,4645.49,5806.87
4725,119,28,58,2024-11-17,2024-12-16,2024-12-23,Winter,Credit Card,36561.7,13249.4,3835.84,17966.02,1130.23,1800.09,70943.1,7,70943.1,14188.62,10134.73
4726,561,430,179,2023-09-27,2023-11-14,2023-11-21,Autumn,UPI,16381.89,47399.28,12397.91,31914.69,9708.81,1566.57,116236.01,7,116236.01,23247.2,16605.14
4727,643,348,21,2024-08-20,2024-09-13,2024-09-19,Autumn,Net Banking,11061.06,6387.59,4862.16,6684.96,1798.31,749.62,30044.46,6,30044.46,6008.89,5007.41
4728,401,157,137,2023-04-09,2023-06-07,2023-06-12,Monsoon,Debit Card,63202.5,14918.43,9051.26,2605.52,6460.55,3837.09,92401.17,5,92401.17,18480.23,18480.23
4729,148,256,173,2023-01-28,2023-03-03,2023-03-06,Summer,Net Banking,4732.68,3242.77,4791.32,9798.83,1965.72,164.46,24366.86,3,24366.86,4873.37,8122.29
4730,622,29,143,2023-05-01,2023-05-16,2023-05-21,Summer,Net Banking,6167.45,8183.23,4708.29,6662.73,1947.3,659.14,27009.86,5,27009.86,5401.97,5401.97
4731,423,39,190,2024-11-21,2024-12-23,2024-12-28,Winter,UPI,13385.3,13853.94,7151.83,17222.37,4860.97,836.6,55637.81,5,55637.81,11127.56,11127.56
4732,29,460,42,2023-12-16,2024-02-04,2024-02-11,Winter,Debit Card,64370.74,12085.72,2021.6,9149.53,2969.35,7864.17,82732.77,7,82732.77,16546.55,11818.97
4733,348,373,124,2024-06-02,2024-06-23,2024-06-29,Monsoon,Credit Card,9306.96,7098.63,2083.54,7177.92,1143.54,134.53,26676.06,6,26676.06,5335.21,4446.01
4734,820,269,176,2023-09-06,2023-10-19,2023-10-23,Autumn,Net Banking,8207.44,10153.97,2568.0,11238.63,2425.49,785.21,33808.32,4,33808.32,6761.66,8452.08
4735,18,252,122,2023-12-01,2023-12-21,2023-12-28,Winter,Credit Card,6956.88,7182.52,4056.85,9694.38,533.11,201.68,28222.06,7,28222.06,5644.41,4031.72
4736,255,332,42,2023-10-25,2023-12-18,2023-12-22,Winter,Credit Card,20869.92,5596.29,1797.01,6768.41,701.28,1780.16,33952.75,4,33952.75,6790.55,8488.19
4737,707,94,23,2024-05-23,2024-07-14,2024-07-20,Monsoon,Credit Card,17037.06,12857.96,15731.16,484.32,8635.94,2326.09,52420.35,6,52420.35,10484.07,8736.72
4738,452,448,196,2024-03-28,2024-05-07,2024-05-14,Summer,Credit Card,8248.38,47876.31,4391.89,10675.56,5175.91,1152.82,75215.23,7,75215.23,15043.05,10745.03
4739,77,203,183,2023-04-12,2023-06-07,2023-06-09,Monsoon,Net Banking,3040.94,1602.88,2136.38,3494.47,2506.94,191.29,12590.32,2,12590.32,2518.06,6295.16
4740,645,415,186,2023-08-16,2023-10-10,2023-10-16,Autumn,Credit Card,23718.66,7634.9,4671.59,3144.82,2783.72,3183.45,38770.24,6,38770.24,7754.05,6461.71
4741,891,349,124,2024-06-04,2024-07-12,2024-07-19,Monsoon,UPI,39147.36,42160.49,15834.16,6093.43,11416.22,1431.77,113219.89,7,113219.89,22643.98,16174.27
4742,471,35,26,2023-07-05,2023-08-15,2023-08-22,Monsoon,Debit Card,88314.03,14104.84,4250.22,17268.9,2841.98,3559.99,123219.98,7,123219.98,24644.0,17602.85
4743,807,470,157,2023-05-12,2023-07-11,2023-07-18,Monsoon,Net Banking,173475.54,26043.26,3617.96,1243.67,1873.71,19427.74,186826.4,7,186826.4,37365.28,26689.49
4744,331,68,7,2024-04-26,2024-05-23,2024-05-30,Summer,Net Banking,10817.59,10220.87,1681.73,2950.61,3066.89,652.06,28085.63,7,28085.63,5617.13,4012.23
4745,234,223,77,2024-04-21,2024-05-04,2024-05-10,Summer,Credit Card,65782.2,6700.92,4323.03,6173.02,2024.05,8674.53,76328.69,6,76328.69,15265.74,12721.45
4746,997,236,81,2023-02-16,2023-03-28,2023-04-01,Summer,Net Banking,21619.92,5305.49,1999.56,5711.1,2720.29,1450.91,35905.45,4,35905.45,7181.09,8976.36
4747,750,374,3,2023-07-14,2023-07-26,2023-07-30,Monsoon,Credit Card,55384.16,12687.99,3545.41,3676.57,7169.44,3559.04,78904.53,4,78904.53,15780.91,19726.13
4748,625,91,200,2024-04-27,2024-05-13,2024-05-15,Summer,Debit Card,8397.8,1785.65,1777.41,3696.36,2063.9,975.5,16745.62,2,16745.62,3349.12,8372.81
4749,178,9,171,2024-11-22,2024-12-16,2024-12-22,Winter,Debit Card,70820.52,20762.28,3753.61,10696.07,1018.24,5356.36,101694.36,6,101694.36,20338.87,16949.06
4750,544,314,12,2023-09-09,2023-10-26,2023-11-02,Autumn,Cash,72032.17,8214.98,1568.09,2522.91,1904.83,8626.12,77616.86,7,77616.86,15523.37,11088.12
4751,336,451,191,2023-08-25,2023-10-22,2023-10-24,Autumn,Net Banking,3780.74,2194.9,3338.2,556.51,603.97,434.21,10040.11,2,10040.11,2008.02,5020.06
4752,690,296,50,2024-05-22,2024-06-15,2024-06-19,Monsoon,Debit Card,17861.48,5866.21,2291.58,8086.21,3189.71,744.17,36551.02,4,36551.02,7310.2,9137.75
4753,976,336,179,2023-10-26,2023-12-14,2023-12-21,Winter,Credit Card,24072.72,13372.41,2450.74,6503.02,3436.42,746.33,49088.98,7,49088.98,9817.8,7012.71
4754,399,10,115,2023-03-09,2023-05-01,2023-05-08,Summer,Credit Card,16515.24,22251.68,6733.34,3834.94,2032.86,53.34,51314.72,7,51314.72,10262.94,7330.67
4755,912,205,170,2024-05-25,2024-06-17,2024-06-22,Monsoon,Debit Card,8772.4,35954.9,4165.55,3108.73,9292.54,55.59,61238.53,5,61238.53,12247.71,12247.71
4756,351,15,18,2024-02-27,2024-03-05,2024-03-10,Summer,Debit Card,6440.25,11352.86,6193.37,13146.81,5598.7,265.23,42466.76,5,42466.76,8493.35,8493.35
4757,299,458,163,2024-12-16,2024-12-27,2025-01-03,Winter,Credit Card,34352.5,10421.77,3101.61,5583.0,1279.79,824.45,53914.22,7,53914.22,10782.84,7702.03
4758,833,34,98,2023-10-23,2023-11-21,2023-11-26,Autumn,Cash,16168.45,5096.26,2806.36,1940.67,3309.03,1652.5,27668.27,5,27668.27,5533.65,5533.65
4759,271,198,130,2024-03-23,2024-05-14,2024-05-19,Summer,Cash,14838.75,12475.06,6591.41,35735.21,11121.96,464.68,80297.71,5,80297.71,16059.54,16059.54
4760,15,123,15,2024-09-20,2024-10-26,2024-10-30,Autumn,Net Banking,15253.96,14187.99,4150.02,10151.47,3391.64,1200.82,45934.26,4,45934.26,9186.85,11483.56
4761,873,86,37,2024-04-08,2024-05-01,2024-05-05,Summer,UPI,4137.48,12032.22,3626.77,10044.1,3213.5,317.68,32736.39,4,32736.39,6547.28,8184.1
4762,974,246,3,2023-06-26,2023-07-04,2023-07-10,Monsoon,UPI,13458.24,5100.66,3175.76,3483.42,1485.24,1586.53,25116.79,6,25116.79,5023.36,4186.13
4763,863,411,35,2024-06-17,2024-07-24,2024-07-30,Monsoon,Cash,7863.42,10183.04,9017.36,10420.73,6809.8,970.1,43324.25,6,43324.25,8664.85,7220.71
4764,933,275,135,2023-11-18,2024-01-12,2024-01-19,Winter,Debit Card,15908.97,27994.82,3834.69,14063.1,5129.58,2077.9,64853.26,7,64853.26,12970.65,9264.75
4765,785,193,80,2024-10-21,2024-10-26,2024-10-28,Autumn,UPI,11779.98,2779.44,2086.73,9265.91,4694.37,726.58,29879.85,2,29879.85,5975.97,14939.92
4766,1000,172,167,2024-04-04,2024-04-21,2024-04-28,Summer,Debit Card,10970.33,11713.42,3055.66,9911.89,3702.29,604.17,38749.42,7,38749.42,7749.88,5535.63
4767,953,460,42,2024-03-21,2024-05-15,2024-05-22,Summer,Credit Card,64370.74,26652.1,7509.99,9908.16,1285.08,7538.08,102187.99,7,102187.99,20437.6,14598.28
4768,796,478,40,2023-10-28,2023-12-12,2023-12-19,Winter,UPI,16261.56,12257.82,8297.56,11714.89,3594.46,454.64,51671.65,7,51671.65,10334.33,7381.66
4769,269,298,112,2023-02-13,2023-03-18,2023-03-22,Summer,UPI,18873.28,5430.88,1386.86,5066.95,1208.55,2193.31,29773.21,4,29773.21,5954.64,7443.3
4770,41,178,170,2024-05-20,2024-07-13,2024-07-19,Monsoon,Net Banking,5789.28,10268.1,3917.53,8028.69,729.31,810.56,27922.35,6,27922.35,5584.47,4653.72
4771,866,43,142,2024-08-13,2024-09-03,2024-09-05,Autumn,Net Banking,9777.54,3701.1,3702.53,7629.32,3876.96,1130.93,27556.52,2,27556.52,5511.3,13778.26
4772,734,61,147,2023-12-28,2024-01-14,2024-01-17,Winter,Net Banking,3264.45,5569.59,4375.52,4228.63,3761.63,15.61,21184.21,3,21184.21,4236.84,7061.4
4773,962,394,83,2024-03-27,2024-05-18,2024-05-23,Summer,UPI,11773.05,8855.68,2340.87,5516.43,1966.8,812.75,29640.08,5,29640.08,5928.02,5928.02
4774,219,219,126,2023-10-25,2023-11-08,2023-11-10,Autumn,Credit Card,2039.98,10494.49,13923.72,9982.05,8877.69,25.1,45292.83,2,45292.83,9058.57,22646.42
4775,901,141,82,2024-04-21,2024-06-09,2024-06-16,Monsoon,Credit Card,40419.54,9220.55,2392.33,5980.42,1938.77,1233.47,58718.14,7,58718.14,11743.63,8388.31
4776,163,247,193,2023-05-29,2023-07-26,2023-08-01,Monsoon,Cash,35283.48,15627.76,5479.54,16486.85,3955.32,146.25,76686.7,6,76686.7,15337.34,12781.12
4777,607,215,19,2022-12-19,2023-01-07,2023-01-14,Winter,Cash,17354.82,8850.72,2105.73,7081.05,1359.25,2405.32,34346.25,7,34346.25,6869.25,4906.61
4778,806,492,19,2024-01-18,2024-03-07,2024-03-12,Summer,UPI,18872.95,17460.81,7152.78,12927.71,1546.5,379.28,57581.47,5,57581.47,11516.29,11516.29
4779,588,200,73,2024-09-27,2024-11-03,2024-11-07,Autumn,Credit Card,90059.84,2714.07,3679.13,9919.32,2045.45,11271.62,97146.19,4,97146.19,19429.24,24286.55
4780,394,104,32,2024-03-03,2024-03-20,2024-03-26,Summer,Credit Card,57391.08,8345.28,2606.22,6506.92,3659.27,4402.85,74105.92,6,74105.92,14821.18,12350.99
4781,404,451,191,2023-08-26,2023-10-17,2023-10-23,Autumn,Credit Card,11342.22,16188.05,6468.4,13725.81,2963.48,1310.17,49377.79,6,49377.79,9875.56,8229.63
4782,730,351,135,2023-03-29,2023-05-14,2023-05-21,Summer,Credit Card,5987.52,21031.15,9095.27,4493.99,5631.85,806.13,45433.65,7,45433.65,9086.73,6490.52
4783,556,383,15,2024-05-07,2024-06-21,2024-06-24,Monsoon,UPI,12518.31,4405.05,1243.09,9272.1,3205.91,1491.27,29153.19,3,29153.19,5830.64,9717.73
4784,794,478,40,2023-07-23,2023-07-28,2023-08-01,Monsoon,Cash,9292.32,6568.02,3514.12,9235.92,1127.16,690.46,29047.08,4,29047.08,5809.42,7261.77
4785,949,240,186,2024-08-21,2024-09-15,2024-09-18,Autumn,Cash,29289.36,6015.57,5835.93,1371.44,7007.4,4389.88,45129.82,3,45129.82,9025.96,15043.27
4786,218,387,164,2023-06-28,2023-07-22,2023-07-24,Monsoon,Debit Card,10909.26,5811.39,3260.05,3666.94,5958.73,1576.95,28029.42,2,28029.42,5605.88,14014.71
4787,675,156,136,2023-11-05,2023-12-20,2023-12-24,Winter,UPI,23583.68,7438.6,6564.47,1202.88,7755.11,84.54,46460.2,4,46460.2,9292.04,11615.05
4788,304,72,28,2023-08-29,2023-10-12,2023-10-18,Autumn,Credit Card,6496.68,14661.79,2720.11,5682.02,7132.99,493.92,36199.67,6,36199.67,7239.93,6033.28
4789,837,475,177,2024-04-15,2024-05-23,2024-05-26,Summer,Cash,9693.27,5753.08,1317.16,1677.28,3263.81,455.29,21249.31,3,21249.31,4249.86,7083.1
4790,692,454,119,2023-05-21,2023-06-02,2023-06-08,Monsoon,Credit Card,34056.78,6390.04,4957.58,4266.97,3134.93,777.47,52028.83,6,52028.83,10405.77,8671.47
4791,68,322,199,2023-11-14,2023-11-28,2023-12-02,Autumn,Net Banking,6060.64,5258.65,3891.09,8299.99,5939.95,762.15,28688.17,4,28688.17,5737.63,7172.04
4792,976,80,104,2023-06-13,2023-07-14,2023-07-18,Monsoon,UPI,5889.96,4202.5,2658.22,6427.64,2730.74,691.38,21217.68,4,21217.68,4243.54,5304.42
